"OBJ_CD"	"FND_CD"	"FND_NM"	"CNTR_NM"	"ASST_LBLT"	"TP"	"TRD_DT"	"EFF_DT"	"MAT_DT"	"CURR"	"NOTN"	"MAT_PRD"	"CALL_YN"	"RISK_CALL_YN"	"STRUCT_COND"	"PAY_COND"	"PAY_FREQ"	"PAY_DCF"	"RCV_COND"	"RCV_FREQ"	"RCV_DCF"	"NOTE"	"CALL_DT"	"TRMNTN_DT"	"TYPE1"	"TYPE2"	"TYPE3"	"TYPE4"	"OPTN_FREQ"	"CALL_NOTICE"	"ADD_OPTN"	"UPFRNT"	"CREATED_AT"	"UPDATED_AT"
I241105FE002	"10206049"	FE_BTB_SWAP	Bank of America_Seoul	부채	""	""	""	""	KRW	0	0	N	""	Swaption 매도	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241107FE002	"10206020"	FE_RT_ExoticSWAP	Goldman Sachs International	자산	자산	"20241107"	"20241113"	"20441113"	USD	10000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"9.40%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급, $CSA	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241107FE003	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	MTM	"20241107"	"20241113"	"20450213"	USD	1000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.40% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241107FE004	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	캐리	"20241107"	"20241113"	"20250513"	USD	1000000	0.5	N	""	if SOFRRATE <10.00%, 10*9.40%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE <10.00%, 10*9.40%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241107FE005	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20241107"	"20241113"	"20441113"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"9.15%(Zero)"	""	"30/360"	Appendix1: Fixed Amount로 지급	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241107FE006	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	MTM	"20241107"	"20241113"	"20450213"	USD	3000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.15% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241107FE007	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	캐리	"20241107"	"20241113"	"20250513"	USD	3000000	0.5	N	""	if SOFRRATE <10.00%, 10*9.15%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE <10.00%, 10*9.15%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241118FE001	"10206049"	FE_BTB_SWAP	Bank of America_Seoul	자산	""	""	""	""	KRW	0	0	N	""	Swaption 매수	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241118FE002	"10206049"	FE_BTB_SWAP	Bank of America_Seoul	부채	""	""	""	""	KRW	0	0	N	""	Swaption 매도	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241119FE001	"10206020"	FE_RT_ExoticSWAP	Goldman Sachs International	자산	자산	"20241118"	"20241120"	"20441120"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"9.45%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급, $CSA	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241119FE002	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	MTM	"20241119"	"20241120"	"20450220"	USD	3000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.45% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241119FE003	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	캐리	"20241119"	"20241120"	"20250220"	USD	3000000	0.25	N	""	if SOFRRATE <= 7.00%, 10*9.45%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE <= 7.00%, 10*9.45%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241121FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제일차 주식회사	부채	MTM	"20241121"	"20211124"	"20320224"	KRW	10000000000	10.25	N	""	STR(10.25y, 4.10%, 5.22% + 20*(Avg.3mCD - Avg.3mCMT), 4.00%, Cap 10.90%, Floor 변동)	"1회차~12회차: 4.10%
13회차~16회차: Max(Min(5.22% + 20*(Avg.3mCD - Avg.3mCMT), 10.9%), 0.00%)
17회차~40회차: Max(Min(5.22% + 20*(Avg.3mCD - Avg.3mCMT), 10.9%), -33.34%)
41회차: 4.00%"	""	Act/365	"0.04"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	Spread	Power	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241127FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	자체발행	"20241127"	"20241127"	"20450227"	KRW	10000000000	20.25	N	""	"STR(20.25y, 2.60% + Max[Index-2, 0]*0.10%, 2.60%, w/o Cap, w/o Floor)
Index: 구조화 스왑 포트폴리오"	"1회차~80회차: 2.60% + Max[Index-2, 0]*0.10%
81회차: 2.60%"	"3"	Act/365	"0.005"	"3"	Act/365	""	""	""	""	""	""	Index	Quarterly	"8 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241127FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241127"	"20241127"	"20320618"	KRW	10000000000	7.5	N	""	STR(7.5y, 8.25% + 36*(Avg.CMS10y - Avg.CMS2y), 3*(CD+0.15%), Cap 15.00%, Floor -3.00%)	"1회차~30회차: Max(Min(8.25% + 36*(Avg.CMS10y - Avg.CMS2y), 15.00%), -3.00%)
31회차: 3*(CD + 0.15%)"	""	Act/365	"3*(CD + 0.15%)"	""	Act/365	"계산 3M 단위, 만기 일시 지급
계약서 확인 필요(이자산정시작일 != 발효일)"	""	""	Spread	CMS10y2y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241129FE001	"10206020"	FE_RT_ExoticSWAP	Morgan Stanley & Co.Int	자산	자산	"20241129"	"20250120"	"20350120"	KRW	15000000000	10	N	""	STR(10y, 6.00%, 10.00*(Avg.3mCD - Avg.3mKTB) + 2.55%, Cap 6.00%, w/o Floor)	CD + 0.15%	"3"	Act/365	"1회차: 6.00%
2회차~10회차: Min[6.00%, 10.00*(Avg.3mCD - Avg.3mKTB) + 2.55%]"	"12"	"30/360"	""	""	""	Spread	Power	""	""	Annual	"17 영업일 전"	Target KO Option	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241129FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241129"	"20250120"	"20350420"	KRW	5000000000	10.25	N	""	STR(10.25y, 18.00%, 30.00*(Avg.3mCD - Avg.3mCMT) + 7.65%, 3*(CD + 0.15%), Cap 18.00%, w/o Floor)	"1회차: 18.00%
2회차~10회차: Min[18.00%, 30*(Avg.3mCD - Avg.3mCMT) + 7.65%]
11회차: 3*(CD + 0.15%)"	""	Act/365	"3*(CD + 0.15%)"	""	Act/365	"Rcv: 계산 3M 단위, 만기 일시 지급
Pay: 계산 1y 단위, 만기 일시 지급"	""	""	Spread	Power	""	""	Annual	"10 영업일 전"	Target KO Option	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241129FE003	"10206020"	FE_RT_ExoticSWAP	Morgan Stanley & Co.Int	자산	자산	"20241129"	"20250124"	"20350124"	KRW	15000000000	10	N	""	STR(10y, 6.00%, 10.00*(Avg.3mCD - Avg.3mKTB) + 2.55%, Cap 6.00%, w/o Floor)	CD + 0.15%	"3"	Act/365	"1회차: 6.00%
2회차~10회차: Min[6.00%, 10.00*(Avg.3mCD - Avg.3mKTB) + 2.55%]"	"12"	"30/360"	""	""	""	Spread	Power	""	""	Annual	"17 영업일 전"	Target KO Option	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241129FE004	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241129"	"20250124"	"20350424"	KRW	5000000000	10.25	N	""	STR(10.25y, 18.00%, 30.00*(Avg.3mCD - Avg.3mCMT) + 7.65%, 3*(CD + 0.15%), Cap 18.00%, w/o Floor)	"1회차: 18.00%
2회차~10회차: Min[18.00%, 30*(Avg.3mCD - Avg.3mCMT) + 7.65%]
11회차: 3*(CD + 0.15%)"	""	Act/365	"3*(CD + 0.15%)"	""	Act/365	"Rcv: 계산 3M 단위, 만기 일시 지급
Pay: 계산 1y 단위, 만기 일시 지급"	""	""	Spread	Power	""	""	Annual	"10 영업일 전"	Target KO Option	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241129FE009	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241129"	"20240119"	"20320420"	KRW	10000000000	8.25	N	""	STR(8.25y, 6.96% + 30*(Avg.3mCD - Avg.3mKTB), 6.30%, Cap 16.50%, Floor 변동)	"1회차~2회차: Max(Min(6.96% + 30*(Avg.3mCD - Avg.3mKTB), 16.50%), 0.00%)
3회차~10회차: Max(Min(6.96% + 30*(Avg.3mCD - Avg.3mKTB), 16.50%), -37.50%)
11회차: 6.30%"	""	Act/365	"0.063"	""	Act/365	"Rcv: 계산 3M 단위, 만기 일시 지급
Pay: 계산 1y 단위, 만기 일시 지급"	""	""	Spread	Power	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241129FE010	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241129"	"20220901"	"20321201"	KRW	10000000000	10.25	N	""	STR(10.25y, 11.40% + 30*(Avg.3mCD - Avg.3mKTB), 3*(CD + 0.20%), Cap 18.45%, Floor 변동)	"1회차~3회차: Max(Min(11.40% + 30*(Avg.3mCD - Avg.3mKTB), 18.45%), 0.00%)
4회차~10회차: Max(Min(11.40% + 30*(Avg.3mCD - Avg.3mKTB), 18.45%), -42.84%)
11회차: 3*(CD + 0.20%)"	""	Act/365	"3*(CD + 0.20%)"	""	Act/365	"Rcv: 계산 3M 단위, 만기 일시 지급
Pay: 계산 1y 단위, 만기 일시 지급"	""	""	Spread	Power	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241129FE011	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241129"	"20220902"	"20341202"	KRW	5000000000	12.25	N	""	"STR(12.25y, 3*(CD + 0.15%), 16.20%*n/N, Range Accrual (CMS10y - CMS2y) >= -0.40% & (3mCD - 3mKTB) >= 0.00%,
3*(CD + 0.15%), w/o Cap, w/o Floor)"	"1회차~2회차: 3*(CD + 0.15%)
3회차~12회차: 16.20%*n/N
13회차: 3*(CD + 0.15%)"	""	Act/365	"3*(CD + 0.15%)"	""	Act/365	"Rcv: 계산 3M 단위, 만기 일시 지급
Pay: 계산 1y 단위, 만기 일시 지급"	""	""	Range Accrual	CDKTB	CMS10y2y	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241212FE001	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20241212"	"20241218"	"20441218"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"8.75%(Zero)"	""	"30/360"	Appendix1: Fixed Amount로 지급	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241212FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241212"	"20241218"	"20450318"	USD	3000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*8.75% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241212FE003	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	캐리	"20241212"	"20241218"	"20250318"	USD	3000000	0.25	N	""	if SOFR3M Index <= 7.00%, 10*8.75%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFR3M Index <= 7.00%, 10*8.75%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241216FE001	"10206020"	FE_RT_ExoticSWAP	Goldman Sachs International	자산	자산	"20241216"	"20241218"	"20441218"	USD	10000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"9.15%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급, $CSA	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241216FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241216"	"20241218"	"20450318"	USD	1000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.15% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241216FE003	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	캐리	"20241216"	"20241218"	"20250318"	USD	1000000	0.25	N	""	if SOFRRATE <= 7.00%, 10*9.15%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE <= 7.00%, 10*9.15%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241217FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20241217"	"20241224"	"20391224"	USD	30000000	15	N	""	STR(15y, 9.90%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00% & USDCMS10y <= 5.20%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 2 lookback w/o obs shift	"12"	Act/360	"9.90%*n/N"	"12"	"30/360"	"이게 진짜 Mistmatch임 (의도된)
Party B(KIS) Put Option"	""	""	Range Accrual	KTB10y3y	$CMS10y	""	Annual	"7 영업일 전"	Put Option(Party B): 2025-01-03, 1영업일 전	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241217FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241217"	"20241224"	"20400324"	USD	3000000	15.25	N	""	"STR(15.25y, 10*9.90%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00% & USDCMS10y <= 5.20%,
10*0.75%, w/o Cap, w/o Floor)"	"1회차~60회차: 10*9.90%*n/N
61회차: 10*0.75%"	"3"	Act/360	"1회차~60회차: 10*(SOFR Compound + 0.75%), 2 lookback w/o obs shift
61회차: 10*0.75%"	"3"	Act/360	"1회차변경: 지급주기"	""	""	Range Accrual	KTB10y3y	$CMS10y	""	Quarterly	"5 영업일 전"	Put Option(Party A): 2025-01-03, 1영업일 전	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241220FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제일차 주식회사	부채	자체발행	"20241220"	"20241220"	"20280320"	KRW	10000000000	3.25	N	""	STR(3.25y, 0.50% + 30*(3.00% - Avg.3mCD91), 0.50%, Cap 35%, w/o Floor)	"1회차~12회차: Min(0.50% + 30*(3.00% - Avg.3mCD91), 35%)
13회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241224FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20241224"	"20241226"	"20391226"	USD	30000000	15	N	""	STR(15y, 10.25%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00% & USDCMS10y <= 5.20%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 2 lookback w/o obs shift	"12"	Act/360	"10.25%*n/N"	"12"	"30/360"	"이게 진짜 Mistmatch임 (의도된)
Party B(KIS) Put Option"	""	""	Range Accrual	KTB10y3y	$CMS10y	""	Annual	"7 영업일 전"	Put Option(Party B): 2025-01-03, 1영업일 전	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241224FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20241224"	"20241226"	"20400326"	USD	3000000	15.25	N	""	"STR(15.25y, 10*10.25%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00% & USDCMS10y <= 5.20%,
10*0.75%, w/o Cap, w/o Floor)"	"1회차~60회차: 10*10.25%*n/N
61회차: 10*0.75%"	"3"	Act/360	"1회차~60회차: 10*(SOFR Compound + 0.75%), 2 lookback w/o obs shift
61회차: 10*0.75%"	"3"	Act/360	"1회차변경: 지급주기"	""	""	Range Accrual	KTB10y3y	$CMS10y	""	Quarterly	"5 영업일 전"	Put Option(Party A): 2025-01-03, 1영업일 전	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I241224FE003	"10206020"	FE_RT_ExoticSWAP	아틱서클제삼차 주식회사	부채	자체발행	"20241224"	"20241224"	"20320324"	KRW	10000000000	7.25	N	""	STR(7.25y, 0.50% + 16*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~28회차: Min(0.50% + 16*(3.00% - Avg.3mKTB), 20%)
29회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250108FE001	"10206020"	FE_RT_ExoticSWAP	아틱서클제삼차 주식회사	부채	자체발행	"20250108"	"20250108"	"20321008"	KRW	10000000000	7.75	N	""	STR(7.75y, 0.50% + 16*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~30회차: Min(0.50% + 16*(3.00% - Avg.3mKTB), 20%)
31회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250109FE001	"10206020"	FE_RT_ExoticSWAP	Deutsche Bank AG	자산	자산	"20250108"	"20250121"	"20450121"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"9.52%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"18 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250109FE002	"10206020"	FE_RT_ExoticSWAP	Deutsche Bank AG	자산	자산	"20250108"	"20250122"	"20400122"	USD	50000000	15	N	""	STR(15y, 10.05%*n/N, Range Accrual USDCMS10y <= 5.20%, w/o Cap, Floor 0.00%)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	Max(10.05%*n/N, 0.00%)	"3"	"30/360"	""	""	""	Range Accrual	$CMS10y	""	""	Annual	"18 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250110FE001	"10206020"	FE_RT_ExoticSWAP	Credit Agricole	자산	자산	"20250109"	"20250123"	"20400123"	USD	50000000	15	Y	""	STR(15y, 9.90%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, w/o Floor)	SOFR OIS Compound + 0.75%	"3"	Act/360	"9.90%*n/N"	"3"	"30/360"	"2 Delayed Payment"	"20260114"	"20260123"	Range Accrual	$CMS10y	""	""	Quarterly	"5 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250114FE001	"10206020"	FE_RT_ExoticSWAP	Societe Generale	자산	자산	"20250113"	"20250203"	"20400203"	USD	30000000	15	N	""	STR(15y, 9.90%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"9.90%*n/N"	"3"	"30/360"	TermSheet에 Obs Shift 몇 일인지 언급 x > 5일	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"18 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250117FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	자체발행	"20250117"	"20250117"	"20450610"	KRW	10000000000	20.5	N	""	"구조화이자1: STR(20.5y, 2.00%(1회차~19회차), 0.00%(20회차~41회차) w/o Cap, w/o Floor)
구조화이자2: STR(20.5y, 1.70% + Max(Index, 0)*0.10%, 1.70%, w/o Cap, w/o Floor)
Index: 구조화 스왑 포트폴리오"	"1회차~19회차: 2.00% + 1.70% + Max[Index, 0]*0.10%
20회차~40회차: 0.00% + 1.70% + Max[Index, 0]*0.10%
41회차: 0.00% + 1.70%"	""	Act/365	"0.005"	"6"	Act/365	"계산 6M 단위, 만기 일시 지급,
구조화이자2는 6개월 단위 지급"	""	""	""	""	""	Index	Semi-Annual	"8 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250117FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	자체발행	"20250117"	"20250117"	"20281017"	KRW	10000000000	3.75	N	""	STR(3.75y, 0.50% + 30*(Avg.3mKTB - 3.75%), 0.50%, w/o Cap, w/o Floor)	"1회차~14회차: 0.50% + 30*(Avg.3mKTB - 3.75%)
15회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	Floater	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250117FE003	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	자체발행	"20250117"	"20250117"	"20281017"	KRW	10000000000	3.75	N	""	STR(3.75y, 0.50% + 30*(3.75% - Avg.3mKTB), 0.50%, w/o Cap, w/o Floor)	"1회차~14회차: 0.50% + 30*(3.75% - Avg.3mKTB)
15회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250120FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	자체발행	"20250120"	"20250121"	"20350121"	KRW	14300000000	10	N	Y	STR(10y, 0.50% + 0.30*(4.50% - Avg.3mUST), 0.50%, Cap 30%, w/o Floor)	"1회차~39회차: Min(0.50% + 0.30*(4.50% - Avg.3mUST), 30%)
40회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	"계산 3M 단위, 만기 일시 지급
배수 전환하면서 민감도 없다고 생각하고 조기상환 처리"	리스크에서 조기상환된거로 처리	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250121FE002	"10206020"	FE_RT_ExoticSWAP	Societe Generale	자산	자산	"20250121"	"20250205"	"20400205"	USD	30000000	15	N	""	STR(15y, 9.80%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"9.80%*n/N"	"3"	"30/360"	TermSheet에 Obs Shift 몇 일인지 언급 x > 5일	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"18 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250121FE003	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20250121"	"20250205"	"20450205"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"9.35%(Zero)"	""	"30/360"	Appendix1: Fixed Amount로 지급	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250122FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	MTM	"20250122"	"20250122"	"20450421"	USD	3000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.52% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
